datetime,open,high,low,close,volume,hold
2024-08-28 23:00:00,16765.0,16785.0,16740.0,16750.0,31604,183284
2024-08-29 10:00:00,16770.0,16775.0,16695.0,16745.0,58597,182799
2024-08-29 11:15:00,16745.0,16775.0,16725.0,16750.0,30927,183801
2024-08-29 14:15:00,16745.0,16775.0,16725.0,16750.0,38702,183715
2024-08-29 15:00:00,16750.0,16750.0,16575.0,16640.0,80775,176397
2024-08-29 22:00:00,16595.0,16660.0,16530.0,16650.0,110984,180381
2024-08-29 23:00:00,16650.0,16660.0,16605.0,16655.0,38467,178341
2024-08-30 10:00:00,16675.0,16730.0,16650.0,16700.0,63492,180151
2024-08-30 11:15:00,16700.0,16730.0,16645.0,16655.0,45433,178859
2024-08-30 14:15:00,16655.0,16720.0,16610.0,16625.0,53388,176882
2024-08-30 15:00:00,16625.0,16660.0,16580.0,16640.0,45083,173812
2024-08-30 22:00:00,16620.0,16625.0,16470.0,16490.0,102848,174984
2024-08-30 23:00:00,16490.0,16560.0,16475.0,16485.0,56944,172204
2024-09-02 10:00:00,16485.0,16590.0,16480.0,16545.0,64743,174723
2024-09-02 11:15:00,16550.0,16575.0,16355.0,16375.0,100634,171418
2024-09-02 14:15:00,16370.0,16420.0,16325.0,16380.0,57461,169549
2024-09-02 15:00:00,16380.0,16400.0,16350.0,16360.0,28594,167136
2024-09-02 22:00:00,16340.0,16345.0,16230.0,16345.0,89948,171669
2024-09-02 23:00:00,16345.0,16355.0,16320.0,16330.0,27701,170722
2024-09-03 10:00:00,16345.0,16395.0,16305.0,16380.0,61209,173373
2024-09-03 11:15:00,16375.0,16410.0,16240.0,16310.0,81484,174008
2024-09-03 14:15:00,16305.0,16330.0,16220.0,16240.0,65035,172279
2024-09-03 15:00:00,16240.0,16325.0,16220.0,16285.0,45022,169702
2024-09-03 22:00:00,16240.0,16270.0,16110.0,16130.0,103570,166711
2024-09-03 23:00:00,16130.0,16220.0,16110.0,16220.0,62665,165469
2024-09-04 10:00:00,16190.0,16190.0,16125.0,16150.0,46423,166608
2024-09-04 11:15:00,16150.0,16195.0,16090.0,16160.0,53016,166551
2024-09-04 14:15:00,16165.0,16180.0,16075.0,16090.0,55451,165477
2024-09-04 15:00:00,16090.0,16115.0,16065.0,16075.0,398557,162692
2024-09-04 22:00:00,16105.0,16205.0,16095.0,16130.0,79103,165715
2024-09-04 23:00:00,16130.0,16210.0,16125.0,16200.0,52008,164927
2024-09-05 10:00:00,16205.0,16215.0,16155.0,16170.0,52924,167671
2024-09-05 11:15:00,16170.0,16295.0,16160.0,16265.0,67802,170720
2024-09-05 14:15:00,16265.0,16270.0,16155.0,16170.0,54847,168698
2024-09-05 15:00:00,16175.0,16210.0,16145.0,16180.0,38106,166814
2024-09-05 22:00:00,16215.0,16355.0,16215.0,16330.0,118362,169903
2024-09-05 23:00:00,16335.0,16395.0,16320.0,16345.0,61984,168976
2024-09-06 10:00:00,16365.0,16365.0,16240.0,16275.0,62550,169283
2024-09-06 11:15:00,16275.0,16315.0,16255.0,16290.0,37070,169652
2024-09-06 14:15:00,16295.0,16300.0,16190.0,16255.0,56861,168117
2024-09-06 15:00:00,16255.0,16560.0,16250.0,16545.0,62316,173209
2024-09-06 22:00:00,16610.0,16775.0,16510.0,16545.0,1060190,176974
2024-09-06 23:00:00,16545.0,16560.0,16385.0,16390.0,442355,170826
2024-09-09 10:00:00,16430.0,16680.0,16390.0,16545.0,661687,173661
2024-09-09 11:15:00,16540.0,16585.0,16490.0,16530.0,156993,175016
2024-09-09 14:15:00,16530.0,16660.0,16515.0,16635.0,236196,177830
2024-09-09 15:00:00,16635.0,16880.0,16585.0,16880.0,118701,186327
2024-09-09 22:00:00,16865.0,16890.0,16725.0,16775.0,587896,184588
2024-09-09 23:00:00,16775.0,16925.0,16775.0,16855.0,388634,185114
2024-09-10 10:00:00,16865.0,16910.0,16790.0,16820.0,341724,186116
2024-09-10 11:15:00,16820.0,16935.0,16795.0,16875.0,126131,188014
2024-09-10 14:15:00,16875.0,16940.0,16840.0,16935.0,210504,191075
2024-09-10 15:00:00,16925.0,16935.0,16780.0,16780.0,109589,184272
2024-09-10 22:00:00,16715.0,16810.0,16645.0,16650.0,3613386,183299
2024-09-10 23:00:00,16650.0,16830.0,16635.0,16825.0,2397964,183057
2024-09-11 10:00:00,16815.0,16860.0,16760.0,16830.0,1089278,185369
2024-09-11 11:15:00,16830.0,16895.0,16805.0,16865.0,584194,186593
2024-09-11 14:15:00,16865.0,16875.0,16770.0,16800.0,319747,187304
2024-09-11 15:00:00,16805.0,16860.0,16725.0,16745.0,123018,182517
2024-09-11 22:00:00,16750.0,16830.0,16725.0,16790.0,3742932,185996
2024-09-11 23:00:00,16790.0,16795.0,16680.0,16720.0,2112082,182469
2024-09-12 10:00:00,16745.0,16815.0,16720.0,16775.0,1152773,183530
2024-09-12 11:15:00,16775.0,16780.0,16670.0,16740.0,963227,181651
2024-09-12 14:15:00,16740.0,17040.0,16740.0,16940.0,771841,186809
2024-09-12 15:00:00,16935.0,17075.0,16935.0,17045.0,176165,190721
2024-09-12 22:00:00,17075.0,17195.0,17040.0,17065.0,4890517,193572
2024-09-12 23:00:00,17065.0,17075.0,16990.0,17050.0,2010390,189742
2024-09-13 10:00:00,17060.0,17120.0,17035.0,17095.0,1125804,191093
2024-09-13 11:15:00,17100.0,17115.0,16985.0,17005.0,4271994,189892
2024-09-13 14:15:00,17010.0,17055.0,16950.0,16950.0,876304,187038
2024-09-13 15:00:00,16960.0,17040.0,16955.0,17025.0,62662,182384
2024-09-18 10:00:00,17510.0,17855.0,17415.0,17845.0,222671,198622
2024-09-18 11:15:00,17845.0,17880.0,17735.0,17805.0,432493,198364
2024-09-18 14:15:00,17810.0,17815.0,17590.0,17695.0,100812,195412
2024-09-18 15:00:00,17700.0,17770.0,17665.0,17715.0,13361,192504
2024-09-18 22:00:00,17715.0,17770.0,17650.0,17755.0,181188,196658
2024-09-18 23:00:00,17755.0,17905.0,17730.0,17810.0,95625,197799
2024-09-19 10:00:00,17850.0,17920.0,17750.0,17905.0,96645,200330
2024-09-19 11:15:00,17910.0,18000.0,17855.0,17885.0,116855,199964
2024-09-19 14:15:00,17885.0,17985.0,17865.0,17975.0,29466,203569
2024-09-19 15:00:00,17975.0,18045.0,17970.0,18020.0,15654,205382
2024-09-19 22:00:00,18030.0,18040.0,17945.0,17975.0,4518380,206428
2024-09-19 23:00:00,17980.0,17990.0,17920.0,17985.0,2243647,203125
2024-09-20 10:00:00,17995.0,17995.0,17810.0,17880.0,2943912,200991
2024-09-20 11:15:00,17880.0,17985.0,17855.0,17970.0,1101079,202423
2024-09-20 14:15:00,17970.0,17990.0,17900.0,17920.0,394285,201957
2024-09-20 15:00:00,17925.0,17960.0,17870.0,17875.0,147091,198890
2024-09-20 22:00:00,17835.0,17835.0,17445.0,17455.0,1650755,196644
2024-09-20 23:00:00,17450.0,17475.0,17335.0,17335.0,3708306,190775
2024-09-23 10:00:00,17330.0,17535.0,17315.0,17535.0,629245,195539
2024-09-23 11:15:00,17530.0,17555.0,17450.0,17500.0,786646,194606
2024-09-23 14:15:00,17520.0,17525.0,17390.0,17440.0,1036102,194151
2024-09-23 15:00:00,17440.0,17460.0,17395.0,17460.0,750143,191926
2024-09-23 22:00:00,17500.0,17615.0,17500.0,17585.0,3801783,195966
2024-09-23 23:00:00,17585.0,17625.0,17520.0,17585.0,1648666,192586
2024-09-24 10:00:00,17585.0,17615.0,17520.0,17570.0,1189293,194082
2024-09-24 11:15:00,17575.0,17735.0,17565.0,17710.0,967463,200365
2024-09-24 14:15:00,17725.0,18090.0,17710.0,17925.0,923122,199049
2024-09-24 15:00:00,17930.0,18215.0,17925.0,18215.0,285382,203668
2024-09-24 22:00:00,18280.0,18490.0,18225.0,18460.0,9088739,213038
2024-09-24 23:00:00,18460.0,18750.0,18415.0,18685.0,4889024,210230
2024-09-25 10:00:00,18800.0,18825.0,18550.0,18680.0,3464059,205061
2024-09-25 11:15:00,18680.0,18775.0,18615.0,18760.0,727036,206859
2024-09-25 14:15:00,18760.0,18795.0,18275.0,18405.0,1632601,199171
2024-09-25 15:00:00,18405.0,18440.0,18275.0,18300.0,110310,194979
2024-09-25 22:00:00,18185.0,18725.0,18145.0,18600.0,10027686,217007
2024-09-25 23:00:00,18600.0,18680.0,18350.0,18425.0,4246637,207168
2024-09-26 10:00:00,18425.0,18560.0,18375.0,18520.0,1795530,212131
2024-09-26 11:15:00,18525.0,18525.0,18305.0,18390.0,845549,209701
2024-09-26 14:15:00,18390.0,18560.0,18330.0,18365.0,269454,207788
2024-09-26 15:00:00,18365.0,18475.0,18330.0,18440.0,73007,206686
2024-09-26 22:00:00,18595.0,18660.0,18225.0,18330.0,8314919,202863
2024-09-26 23:00:00,18335.0,18610.0,18330.0,18545.0,3382914,196469
2024-09-27 10:00:00,18560.0,18565.0,18385.0,18485.0,2348816,195122
2024-09-27 11:15:00,18485.0,18555.0,18445.0,18505.0,685677,195493
2024-09-27 14:15:00,18510.0,18650.0,18340.0,18475.0,861598,192568
2024-09-27 15:00:00,18490.0,18555.0,18385.0,18555.0,93210,190961
2024-09-27 22:00:00,18525.0,19080.0,18425.0,19055.0,242694,204771
2024-09-27 23:00:00,19055.0,19075.0,18920.0,19065.0,99794,197603
2024-09-30 10:00:00,19400.0,19605.0,19220.0,19280.0,76106,196100
2024-09-30 11:15:00,19275.0,19440.0,19245.0,19415.0,50524,197027
2024-09-30 14:15:00,19410.0,19535.0,19360.0,19525.0,46030,197914
2024-09-30 15:00:00,19525.0,19645.0,19305.0,19645.0,76010,192776
2024-10-08 10:00:00,19815.0,19820.0,19225.0,19420.0,8814377,189843
2024-10-08 11:15:00,19425.0,19450.0,19020.0,19290.0,2416214,189150
2024-10-08 14:15:00,19295.0,19360.0,18830.0,18835.0,677632,188101
2024-10-08 15:00:00,18790.0,19100.0,18760.0,18890.0,278972,185616
2024-10-08 22:00:00,18885.0,19220.0,18840.0,19170.0,5702124,197012
2024-10-08 23:00:00,19170.0,19210.0,19045.0,19175.0,2357369,195505
2024-10-09 10:00:00,19185.0,19375.0,19130.0,19230.0,3812567,203436
2024-10-09 11:15:00,19210.0,19345.0,19150.0,19290.0,1031910,205742
2024-10-09 14:15:00,19290.0,19480.0,19210.0,19400.0,820558,208091
2024-10-09 15:00:00,19395.0,19415.0,18920.0,18920.0,125729,202228
2024-10-09 22:00:00,18755.0,18820.0,18470.0,18715.0,7603038,200722
2024-10-09 23:00:00,18710.0,18860.0,18650.0,18855.0,1789225,196728
2024-10-10 10:00:00,18870.0,18935.0,18675.0,18730.0,2251416,197651
2024-10-10 11:15:00,18725.0,18820.0,18660.0,18805.0,809666,198743
2024-10-10 14:15:00,18800.0,18820.0,18500.0,18505.0,541706,198851
2024-10-10 15:00:00,18500.0,18515.0,18045.0,18045.0,179065,194116
2024-10-10 22:00:00,17985.0,18125.0,17885.0,17955.0,12081620,191012
2024-10-10 23:00:00,17950.0,18065.0,17935.0,18030.0,3456001,184335
2024-10-11 10:00:00,18045.0,18075.0,17895.0,17940.0,2878136,183063
2024-10-11 11:15:00,17940.0,17960.0,17815.0,17905.0,478174,179455
2024-10-11 14:15:00,17910.0,17990.0,17745.0,17780.0,686456,179784
2024-10-11 15:00:00,17780.0,18105.0,17780.0,18100.0,130561,179043
2024-10-11 22:00:00,18220.0,18440.0,18130.0,18360.0,7160584,185256
2024-10-11 23:00:00,18365.0,18525.0,18310.0,18500.0,2998646,180786
2024-10-14 10:00:00,18430.0,18500.0,18030.0,18165.0,4127502,183640
2024-10-14 11:15:00,18160.0,18435.0,18130.0,18415.0,985606,187308
2024-10-14 14:15:00,18415.0,18455.0,18325.0,18355.0,474749,188646
2024-10-14 15:00:00,18355.0,18405.0,18135.0,18180.0,104278,184566
2024-10-14 22:00:00,18160.0,18340.0,18125.0,18315.0,4011954,186246
2024-10-14 23:00:00,18320.0,18375.0,18155.0,18270.0,2086199,181211
2024-10-15 10:00:00,18200.0,18280.0,18175.0,18215.0,1349461,182882
2024-10-15 11:15:00,18215.0,18390.0,18175.0,18250.0,1000017,183710
2024-10-15 14:15:00,18250.0,18420.0,18210.0,18330.0,897260,187957
2024-10-15 15:00:00,18335.0,18440.0,18230.0,18375.0,224734,186623
2024-10-15 22:00:00,18365.0,18410.0,18185.0,18330.0,4551821,185624
2024-10-15 23:00:00,18330.0,18370.0,18190.0,18250.0,1978274,184242
2024-10-16 10:00:00,18180.0,18325.0,18135.0,18225.0,2379116,186285
2024-10-16 11:15:00,18225.0,18240.0,18035.0,18195.0,1623236,187752
2024-10-16 14:15:00,18195.0,18195.0,17640.0,17700.0,1479001,195721
2024-10-16 15:00:00,17695.0,17860.0,17690.0,17760.0,184878,190994
2024-10-16 22:00:00,17805.0,17895.0,17765.0,17845.0,2594159,187773
2024-10-16 23:00:00,17850.0,17940.0,17835.0,17925.0,1050020,184177
2024-10-17 10:00:00,17930.0,18000.0,17900.0,17960.0,964021,183611
2024-10-17 11:15:00,17960.0,18035.0,17855.0,17900.0,1044947,183667
2024-10-17 14:15:00,17895.0,17915.0,17725.0,17735.0,311289,183754
2024-10-17 15:00:00,17730.0,17830.0,17625.0,17740.0,158627,181273
2024-10-17 22:00:00,17770.0,18225.0,17685.0,18145.0,188201,187065
2024-10-17 23:00:00,18150.0,18220.0,18085.0,18185.0,91610,182024
2024-10-18 10:00:00,18200.0,18280.0,18140.0,18235.0,56737,184455
2024-10-18 11:15:00,18235.0,18370.0,18180.0,18220.0,71781,185030
2024-10-18 14:15:00,18215.0,18355.0,18160.0,18310.0,52789,186510
2024-10-18 15:00:00,18310.0,18375.0,18240.0,18295.0,45040,183744
2024-10-18 22:00:00,18265.0,18265.0,18030.0,18095.0,4597973,182290
2024-10-18 23:00:00,18090.0,18120.0,18005.0,18105.0,1921844,177565
2024-10-21 10:00:00,18090.0,18165.0,17850.0,17915.0,1913399,176451
2024-10-21 11:15:00,17925.0,18070.0,17910.0,17955.0,799103,177224
2024-10-21 14:15:00,17950.0,18060.0,17895.0,18035.0,298509,178411
2024-10-21 15:00:00,18035.0,18185.0,18005.0,18170.0,95719,177853
2024-10-21 22:00:00,18170.0,18335.0,18095.0,18305.0,3957534,181798
2024-10-21 23:00:00,18305.0,18365.0,18180.0,18220.0,2034740,177645
2024-10-22 10:00:00,18200.0,18230.0,18115.0,18205.0,1131854,178501
2024-10-22 11:15:00,18205.0,18380.0,18175.0,18320.0,793227,180101
2024-10-22 14:15:00,18320.0,18455.0,18220.0,18390.0,553054,183247
2024-10-22 15:00:00,18395.0,18475.0,18280.0,18380.0,171261,182236
2024-10-22 22:00:00,18330.0,18430.0,18285.0,18395.0,2310020,185730
2024-10-22 23:00:00,18400.0,18440.0,18375.0,18395.0,934340,183241
2024-10-23 10:00:00,18400.0,18415.0,18325.0,18350.0,832204,182535
2024-10-23 11:15:00,18350.0,18380.0,18160.0,18265.0,1100286,180466
2024-10-23 14:15:00,18265.0,18285.0,17985.0,18065.0,440314,182014
2024-10-23 15:00:00,18070.0,18130.0,18000.0,18045.0,157874,181109
2024-10-23 22:00:00,18025.0,18080.0,17905.0,17995.0,3014951,182465
2024-10-23 23:00:00,17990.0,18010.0,17940.0,17970.0,1260508,180637
2024-10-24 10:00:00,17985.0,18125.0,17970.0,18050.0,1288210,180475
2024-10-24 11:15:00,18055.0,18135.0,17980.0,18060.0,662253,179362
2024-10-24 14:15:00,18060.0,18135.0,18040.0,18100.0,286961,180122
2024-10-24 15:00:00,18090.0,18175.0,18075.0,18170.0,65976,179241
2024-10-24 22:00:00,18135.0,18260.0,18090.0,18210.0,2290824,181162
2024-10-24 23:00:00,18205.0,18305.0,17990.0,18055.0,2391865,176753
2024-10-25 10:00:00,18065.0,18320.0,18040.0,18180.0,1264484,176762
2024-10-25 11:15:00,18185.0,18205.0,18070.0,18085.0,480230,178938
2024-10-25 14:15:00,18085.0,18115.0,17815.0,17880.0,339871,189411
2024-10-25 15:00:00,17880.0,17905.0,17670.0,17760.0,176299,188492
2024-10-25 22:00:00,17815.0,17980.0,17785.0,17960.0,76723,180766
2024-10-25 23:00:00,17955.0,18035.0,17925.0,17960.0,44817,175728
2024-10-28 10:00:00,17935.0,17990.0,17815.0,17875.0,59947,174427
2024-10-28 11:15:00,17875.0,17955.0,17835.0,17890.0,41339,174664
2024-10-28 14:15:00,17885.0,17955.0,17850.0,17895.0,32785,175387
2024-10-28 15:00:00,17895.0,17910.0,17785.0,17910.0,31739,175302
2024-10-28 22:00:00,17850.0,17875.0,17745.0,17765.0,144137,176115
2024-10-28 23:00:00,17765.0,17825.0,17715.0,17820.0,68017,174531
2024-10-29 10:00:00,17815.0,17830.0,17735.0,17775.0,29204,176070
2024-10-29 11:15:00,17775.0,18155.0,17770.0,18045.0,121372,180886
2024-10-29 14:15:00,18040.0,18080.0,17960.0,17990.0,45693,181048
2024-10-29 15:00:00,17995.0,18040.0,17650.0,17750.0,90946,181336
2024-10-29 22:00:00,17855.0,17970.0,17795.0,17815.0,88513,177054
2024-10-29 23:00:00,17815.0,17850.0,17770.0,17815.0,31326,175037
2024-10-30 10:00:00,17820.0,17820.0,17695.0,17780.0,45394,176435
2024-10-30 11:15:00,17775.0,17815.0,17680.0,17725.0,39953,176164
2024-10-30 14:15:00,17720.0,17785.0,17630.0,17780.0,266098,177943
2024-10-30 15:00:00,17785.0,17900.0,17765.0,17845.0,44425,176467
2024-10-30 22:00:00,17860.0,17875.0,17735.0,17790.0,45838,175091
2024-10-30 23:00:00,17790.0,17845.0,17770.0,17815.0,25536,173318
2024-10-31 10:00:00,17820.0,17940.0,17810.0,17845.0,47843,172929
2024-10-31 11:15:00,17845.0,17960.0,17820.0,17920.0,38062,175426
2024-10-31 14:15:00,17920.0,17920.0,17775.0,17805.0,34374,174198
2024-10-31 15:00:00,17805.0,17835.0,17740.0,17835.0,27306,172577
2024-10-31 22:00:00,17805.0,17920.0,17775.0,17780.0,195564,171884
2024-10-31 23:00:00,17775.0,17810.0,17750.0,17750.0,77719,171026
2024-11-01 10:00:00,17765.0,17805.0,17680.0,17755.0,141845,174729
2024-11-01 11:15:00,17755.0,17760.0,17530.0,17625.0,255529,180087
2024-11-01 14:15:00,17625.0,17875.0,17615.0,17780.0,155872,180909
2024-11-01 15:00:00,17780.0,17810.0,17730.0,17785.0,34119,179859
2024-11-01 22:00:00,17770.0,17815.0,17640.0,17655.0,47955,179688
2024-11-01 23:00:00,17650.0,17665.0,17495.0,17535.0,81186,177637
2024-11-04 10:00:00,17540.0,17580.0,17465.0,17535.0,35786,179390
2024-11-04 11:15:00,17535.0,17575.0,17475.0,17570.0,21618,179257
2024-11-04 14:15:00,17570.0,17640.0,17545.0,17620.0,31891,176409
2024-11-04 15:00:00,17615.0,17680.0,17590.0,17660.0,19626,175240
2024-11-04 22:00:00,17645.0,17710.0,17560.0,17615.0,89320,173469
2024-11-04 23:00:00,17615.0,17660.0,17595.0,17630.0,35689,171171
2024-11-05 10:00:00,17630.0,17685.0,17580.0,17645.0,131878,170951
2024-11-05 11:15:00,17640.0,17775.0,17630.0,17745.0,68864,171514
2024-11-05 14:15:00,17745.0,17850.0,17715.0,17850.0,43176,171961
2024-11-05 15:00:00,17845.0,17995.0,17815.0,17880.0,43885,173016
2024-11-05 22:00:00,17870.0,17900.0,17825.0,17840.0,35671,169291
2024-11-05 23:00:00,17840.0,17960.0,17815.0,17960.0,23171,166613
2024-11-06 10:00:00,17935.0,18145.0,17890.0,18125.0,59438,168519
2024-11-06 11:15:00,18135.0,18145.0,18035.0,18050.0,28669,167585
2024-11-06 14:15:00,18090.0,18165.0,18075.0,18145.0,22716,169256
2024-11-06 15:00:00,18145.0,18180.0,18035.0,18125.0,22398,167680
2024-11-06 22:00:00,18060.0,18210.0,18050.0,18150.0,64331,165992
2024-11-06 23:00:00,18155.0,18190.0,18135.0,18160.0,20703,164961
2024-11-07 10:00:00,18180.0,18375.0,18165.0,18290.0,62250,170338
2024-11-07 11:15:00,18290.0,18320.0,18225.0,18300.0,19860,171003
2024-11-07 14:15:00,18300.0,18310.0,18200.0,18215.0,225488,171705
2024-11-07 15:00:00,18220.0,18285.0,18210.0,18285.0,6441,171331
2024-11-07 22:00:00,18235.0,18650.0,18235.0,18610.0,3321969,178286
2024-11-07 23:00:00,18615.0,18730.0,18580.0,18610.0,1990845,174607
2024-11-08 10:00:00,18655.0,18730.0,18610.0,18655.0,836530,176628
2024-11-08 11:15:00,18665.0,18670.0,18510.0,18540.0,588404,173851
2024-11-08 14:15:00,18540.0,18550.0,18450.0,18480.0,289839,171857
2024-11-08 15:00:00,18500.0,18515.0,18280.0,18355.0,138256,170042
2024-11-08 22:00:00,18260.0,18575.0,18230.0,18515.0,3379752,172527
2024-11-08 23:00:00,18515.0,18570.0,18365.0,18450.0,1533680,167875
2024-11-11 10:00:00,18440.0,18460.0,18260.0,18300.0,955057,166734
2024-11-11 11:15:00,18295.0,18320.0,18155.0,18200.0,608665,165841
2024-11-11 14:15:00,18195.0,18220.0,18100.0,18170.0,224829,165224
2024-11-11 15:00:00,18175.0,18290.0,18170.0,18220.0,85541,165997
2024-11-11 22:00:00,18200.0,18225.0,18045.0,18125.0,1836765,163909
2024-11-11 23:00:00,18120.0,18185.0,18105.0,18170.0,439085,162903
2024-11-12 10:00:00,18155.0,18200.0,18080.0,18125.0,242973,161057
2024-11-12 11:15:00,18130.0,18130.0,17870.0,17910.0,331463,161893
2024-11-12 14:15:00,17915.0,17945.0,17755.0,17830.0,83785,161163
2024-11-12 15:00:00,17835.0,17960.0,17805.0,17905.0,9826,159737
2024-11-12 22:00:00,17920.0,17955.0,17840.0,17885.0,909132,157942
2024-11-12 23:00:00,17885.0,17905.0,17825.0,17840.0,562286,154842
2024-11-13 10:00:00,17820.0,17865.0,17770.0,17830.0,538744,155586
2024-11-13 11:15:00,17830.0,17845.0,17730.0,17810.0,288982,155770
2024-11-13 14:15:00,17810.0,17910.0,17785.0,17890.0,145983,157264
2024-11-13 15:00:00,17890.0,17895.0,17775.0,17815.0,40112,155831
2024-11-13 22:00:00,17840.0,17925.0,17760.0,17780.0,850833,154731
2024-11-13 23:00:00,17780.0,17815.0,17715.0,17725.0,464252,153708
2024-11-14 10:00:00,17715.0,17760.0,17680.0,17705.0,286637,153265
